Real_1,Pred_1,Real_2,Pred_2,Real_3,Pred_3,Real_4,Pred_4,Real_5,Pred_5,Real_6,Pred_6,Real_7,Pred_7,Real_8,Pred_8,Real_9,Pred_9,Real_10,Pred_10,Real_11,Pred_11,Real_12,Pred_12
117997.89804153176,115298.18,118177.79783373461,114260.65,118068.19239063805,113716.055,117666.6803124331,112939.836,117983.76762327916,113504.39,117929.90291871164,113659.22,118048.31974471512,113642.7,118068.65334761185,113649.65,117911.75723002375,113758.195,118003.30201607826,113824.875,117953.89000610284,114135.03,117828.39156988336,113850.4
118177.79783373461,115199.3,118068.19239063805,114165.16,117666.6803124331,113639.234,117983.76762327916,112887.15,117929.90291871164,113444.34,118048.31974471512,113539.03,118068.65334761185,113608.75,117911.75723002375,113601.31,118003.30201607826,113714.77,117953.89000610284,113779.3,117828.39156988336,114092.0,118070.38638579378,113846.87
118068.19239063805,115100.94,117666.6803124331,114054.16,117983.76762327916,113534.766,117929.90291871164,112785.26,118048.31974471512,113339.63,118068.65334761185,113393.0,117911.75723002375,113526.984,118003.30201607826,113506.31,117953.89000610284,113635.734,117828.39156988336,113700.3,118070.38638579378,114025.086,118610.72784496703,113793.23
117666.6803124331,114997.95,117983.76762327916,113934.65,117929.90291871164,113428.22,118048.31974471512,112659.484,118068.65334761185,113235.88,117911.75723002375,113252.32,118003.30201607826,113397.94,117953.89000610284,113381.11,117828.39156988336,113499.41,118070.38638579378,113573.32,118610.72784496703,113902.875,118583.480628655,113651.78
117983.76762327916,114893.52,117929.90291871164,113834.6,118048.31974471512,113347.49,118068.65334761185,112591.26,117911.75723002375,113160.58,118003.30201607826,113122.24,117953.89000610284,113300.055,117828.39156988336,113276.23,118070.38638579378,113378.47,118610.72784496703,113455.2,118583.480628655,113778.24,118771.38800747317,113539.734
117929.90291871164,114816.99,118048.31974471512,113756.25,118068.65334761185,113265.84,117911.75723002375,112527.805,118003.30201607826,113056.695,117953.89000610284,112978.164,117828.39156988336,113199.42,118070.38638579378,113157.02,118610.72784496703,113270.33,118583.480628655,113343.625,118771.38800747317,113668.44,118857.56364322016,113448.11
118048.31974471512,114760.06,118068.65334761185,113694.734,117911.75723002375,113190.66,118003.30201607826,112479.62,117953.89000610284,112960.03,117828.39156988336,112834.766,118070.38638579378,113099.32,118610.72784496703,113043.17,118583.480628655,113160.89,118771.38800747317,113234.2,118857.56364322016,113571.52,118932.51750116867,113360.984
118068.65334761185,114703.26,117911.75723002375,113638.32,118003.30201607826,113111.99,117953.89000610284,112433.47,117828.39156988336,112855.66,118070.38638579378,112687.695,118610.72784496703,112990.46,118583.480628655,112924.56,118771.38800747317,113043.76,118857.56364322016,113119.67,118932.51750116867,113477.87,118866.53867364993,113275.62
117911.75723002375,114637.07,118003.30201607826,113577.81,117953.89000610284,113024.41,117828.39156988336,112388.48,118070.38638579378,112745.164,118610.72784496703,112538.39,118583.480628655,112871.79,118771.38800747317,112801.0,118857.56364322016,112914.87,118932.51750116867,112998.016,118866.53867364993,113378.97,118788.02259450633,113184.18
118003.30201607826,114503.016,117953.89000610284,113461.62,117828.39156988336,112900.336,118070.38638579378,112297.24,118610.72784496703,112607.58,118583.480628655,112367.11,118771.38800747317,112684.68,118857.56364322016,112626.5,118932.51750116867,112704.8,118866.53867364993,112807.625,118788.02259450633,113192.0,118296.67075858342,112987.36
117953.89000610284,114425.24,117828.39156988336,113397.58,118070.38638579378,112804.41,118610.72784496703,112264.56,118583.480628655,112489.24,118771.38800747317,112231.33,118857.56364322016,112564.57,118932.51750116867,112491.984,118866.53867364993,112563.44,118788.02259450633,112682.65,118296.67075858342,113072.59,118472.78453750764,112885.92
117828.39156988336,114290.02,118070.38638579378,113289.85,118610.72784496703,112667.76,118583.480628655,112197.22,118771.38800747317,112333.99,118857.56364322016,112078.49,118932.51750116867,112417.89,118866.53867364993,112332.59,118788.02259450633,112393.65,118296.67075858342,112536.24,118472.78453750764,112919.84,118905.15267838027,112744.07
118070.38638579378,114124.27,118610.72784496703,113158.44,118583.480628655,112512.01,118771.38800747317,112113.74,118857.56364322016,112161.33,118932.51750116867,111932.99,118866.53867364993,112262.96,118788.02259450633,112159.3,118296.67075858342,112205.47,118472.78453750764,112381.984,118905.15267838027,112735.42,118560.62047564103,112565.37
118610.72784496703,113987.03,118583.480628655,113055.086,118771.38800747317,112377.13,118857.56364322016,112046.11,118932.51750116867,111995.0,118866.53867364993,111816.99,118788.02259450633,112132.38,118296.67075858342,111997.94,118472.78453750764,112035.74,118905.15267838027,112251.46,118560.62047564103,112550.7,118118.04426340458,112387.766
118583.480628655,113944.84,118771.38800747317,113036.555,118857.56364322016,112309.7,118932.51750116867,112036.24,118866.53867364993,111881.1,118788.02259450633,111755.484,118296.67075858342,112066.16,118472.78453750764,111891.695,118905.15267838027,111930.555,118560.62047564103,112184.33,118118.04426340458,112421.05,117428.45655222486,112264.76
118771.38800747317,113941.9,118857.56364322016,113060.836,118932.51750116867,112299.89,118866.53867364993,112077.32,118788.02259450633,111836.39,118296.67075858342,111735.51,118472.78453750764,112047.125,118905.15267838027,111832.91,118560.62047564103,111862.13,118118.04426340458,112154.15,117428.45655222486,112318.81,117686.52229125002,112154.164
118857.56364322016,113952.766,118932.51750116867,113092.62,118866.53867364993,112312.41,118788.02259450633,112118.98,118296.67075858342,111811.3,118472.78453750764,111721.16,118905.15267838027,112021.414,118560.62047564103,111781.59,118118.04426340458,111790.055,117428.45655222486,112121.47,117686.52229125002,112214.54,117718.45053526506,112030.85
118932.51750116867,114002.86,118866.53867364993,113160.52,118788.02259450633,112367.81,118296.67075858342,112198.586,118472.78453750764,111837.266,118905.15267838027,111740.63,118560.62047564103,112037.195,118118.04426340458,111775.766,117428.45655222486,111766.28,117686.52229125002,112127.56,117718.45053526506,112167.57,117575.1419571779,111961.75
118866.53867364993,114042.65,118788.02259450633,113213.41,118296.67075858342,112424.39,118472.78453750764,112260.97,118905.15267838027,111875.97,118560.62047564103,111768.91,118118.04426340458,112051.836,117428.45655222486,111782.62,117686.52229125002,111762.09,117718.45053526506,112133.055,117575.1419571779,112147.22,117567.54860130284,111922.17
118788.02259450633,114069.664,118296.67075858342,113243.47,118472.78453750764,112461.47,118905.15267838027,112294.46,118560.62047564103,111907.016,118118.04426340458,111793.28,117428.45655222486,112058.77,117686.52229125002,111789.23,117718.45053526506,111762.555,117575.1419571779,112132.67,117567.54860130284,112139.48,117342.64541896585,111902.25
118296.67075858342,114058.14,118472.78453750764,113217.94,118905.15267838027,112467.945,118560.62047564103,112272.72,118118.04426340458,111901.47,117428.45655222486,111774.85,117686.52229125002,111996.0,117718.45053526506,111734.5,117575.1419571779,111688.36,117567.54860130284,112062.45,117342.64541896585,112044.02,117533.73703656161,111781.67
118472.78453750764,114058.07,118905.15267838027,113222.43,118560.62047564103,112499.7,118118.04426340458,112307.625,117428.45655222486,111940.3,117686.52229125002,111793.17,117718.45053526506,111996.41,117575.1419571779,111732.305,117567.54860130284,111672.28,117342.64541896585,112047.16,117533.73703656161,112004.32,117803.58616742294,111738.33
118905.15267838027,114013.97,118560.62047564103,113185.13,118118.04426340458,112480.65,117428.45655222486,112287.24,117686.52229125002,111920.984,117718.45053526506,111767.26,117575.1419571779,111951.125,117567.54860130284,111695.016,117342.64541896585,111626.63,117533.73703656161,111999.46,117803.58616742294,111942.336,117830.59603074304,111680.82
118560.62047564103,114023.1,118118.04426340458,113182.8,117428.45655222486,112472.19,117686.52229125002,112273.19,117718.45053526506,111900.86,117575.1419571779,111744.875,117567.54860130284,111916.766,117342.64541896585,111665.086,117533.73703656161,111595.21,117803.58616742294,111966.43,117830.59603074304,111908.336,117716.61382088641,111646.6
118118.04426340458,114042.71,117428.45655222486,113191.766,117686.52229125002,112483.64,117718.45053526506,112285.875,117575.1419571779,111909.49,117567.54860130284,111740.164,117342.64541896585,111909.21,117533.73703656161,111652.43,117803.58616742294,111579.586,117830.59603074304,111952.05,117716.61382088641,111883.0,117892.32824009564,111611.7
117428.45655222486,114012.14,117686.52229125002,113168.93,117718.45053526506,112469.51,117575.1419571779,112284.375,117567.54860130284,111905.234,117342.64541896585,111724.16,117533.73703656161,111897.36,117803.58616742294,111638.42,117830.59603074304,111559.84,117716.61382088641,111934.09,117892.32824009564,111853.13,118031.9160949503,111582.3
117686.52229125002,113916.914,117718.45053526506,113105.16,117575.1419571779,112425.57,117567.54860130284,112269.086,117342.64541896585,111889.34,117533.73703656161,111695.625,117803.58616742294,111880.516,117830.59603074304,111619.9,117716.61382088641,111534.875,117892.32824009564,111906.24,118031.9160949503,111814.75,118155.9408448614,111553.77
117718.45053526506,113819.75,117575.1419571779,113033.664,117567.54860130284,112357.125,117342.64541896585,112218.27,117533.73703656161,111834.99,117803.58616742294,111646.02,117830.59603074304,111837.09,117716.61382088641,111584.51,117892.32824009564,111500.08,118031.9160949503,111863.95,118155.9408448614,111781.65,117984.57378454941,111539.164
117575.1419571779,113773.74,117567.54860130284,112992.26,117342.64541896585,112319.72,117533.73703656161,112184.27,117803.58616742294,111800.016,117830.59603074304,111611.38,117716.61382088641,111799.55,117892.32824009564,111550.32,118031.9160949503,111467.45,118155.9408448614,111822.79,117984.57378454941,111746.3,117958.78644517295,111506.34
117567.54860130284,113743.36,117342.64541896585,112965.266,117533.73703656161,112304.68,117803.58616742294,112169.016,117830.59603074304,111785.695,117716.61382088641,111592.94,117892.32824009564,111773.484,118031.9160949503,111524.73,118155.9408448614,111441.15,117984.57378454941,111788.28,117958.78644517295,111708.484,118289.68219542848,111469.62
117342.64541896585,113714.77,117533.73703656161,112941.05,117803.58616742294,112291.46,117830.59603074304,112154.92,117716.61382088641,111771.49,117892.32824009564,111576.164,118031.9160949503,111747.59,118155.9408448614,111500.89,117984.57378454941,111416.66,117958.78644517295,111756.06,118289.68219542848,111671.43,118156.64116760273,111437.414
117533.73703656161,113683.74,117803.58616742294,112924.734,117830.59603074304,112285.19,117716.61382088641,112159.336,117892.32824009564,111773.63,118031.9160949503,111574.484,118155.9408448614,111745.05,117984.57378454941,111496.73,117958.78644517295,111415.12,118289.68219542848,111744.55,118156.64116760273,111657.47,118351.24010072777,111433.32
117803.58616742294,113656.53,117830.59603074304,112900.09,117716.61382088641,112267.01,117892.32824009564,112136.945,118031.9160949503,111751.77,118155.9408448614,111556.48,117984.57378454941,111713.75,117958.78644517295,111472.11,118289.68219542848,111391.945,118156.64116760273,111712.42,118351.24010072777,111627.29,118130.81466116493,111408.28
117830.59603074304,113674.02,117716.61382088641,112905.46,117892.32824009564,112275.37,118031.9160949503,112130.84,118155.9408448614,111745.086,117984.57378454941,111550.18,117958.78644517295,111688.41,118289.68219542848,111450.14,118156.64116760273,111370.664,118351.24010072777,111683.59,118130.81466116493,111597.875,118087.01206133983,111376.47
117716.61382088641,113715.66,117892.32824009564,112935.9,118031.9160949503,112305.81,118155.9408448614,112153.43,117984.57378454941,111763.99,117958.78644517295,111566.04,118289.68219542848,111691.266,118156.64116760273,111452.25,118351.24010072777,111374.125,118130.81466116493,111681.66,118087.01206133983,111592.95,117556.11902256469,111370.11
117892.32824009564,113730.58,118031.9160949503,112947.17,118155.9408448614,112326.91,117984.57378454941,112169.37,117958.78644517295,111778.77,118289.68219542848,111575.15,118156.64116760273,111685.86,118351.24010072777,111446.95,118130.81466116493,111367.11,118087.01206133983,111670.266,117556.11902256469,111572.65,117747.42478474135,111348.516
118031.9160949503,113748.9,118155.9408448614,112959.2,117984.57378454941,112340.89,117958.78644517295,112176.99,118289.68219542848,111784.13,118156.64116760273,111579.19,118351.24010072777,111674.81,118130.81466116493,111440.53,118087.01206133983,111358.56,117556.11902256469,111658.53,117747.42478474135,111558.73,117720.75564107877,111336.195
118155.9408448614,113780.89,117984.57378454941,112975.34,117958.78644517295,112360.16,118289.68219542848,112184.0,118156.64116760273,111789.66,118351.24010072777,111580.42,118130.81466116493,111656.914,118087.01206133983,111426.34,117556.11902256469,111340.3,117747.42478474135,111639.36,117720.75564107877,111534.17,118643.99441175944,111305.67
117984.57378454941,113826.2,117958.78644517295,113000.33,118289.68219542848,112387.41,118156.64116760273,112197.92,118351.24010072777,111800.87,118130.81466116493,111584.55,118087.01206133983,111641.914,117556.11902256469,111414.18,117747.42478474135,111321.89,117720.75564107877,111623.01,118643.99441175944,111509.27,117971.40496803366,111273.26
117958.78644517295,113859.02,118289.68219542848,113018.54,118156.64116760273,112414.26,118351.24010072777,112218.01,118130.81466116493,111817.49,118087.01206133983,111588.94,117556.11902256469,111631.23,117747.42478474135,111403.914,117720.75564107877,111302.46,118643.99441175944,111607.95,117971.40496803366,111479.375,117774.34330274249,111236.54
118289.68219542848,113872.945,118156.64116760273,113026.086,118351.24010072777,112426.3,118130.81466116493,112228.84,118087.01206133983,111822.71,117556.11902256469,111585.34,117747.42478474135,111617.414,117720.75564107877,111393.086,118643.99441175944,111282.63,117971.40496803366,111592.07,117774.34330274249,111454.34,117775.53302940854,111211.47
118156.64116760273,113901.75,118351.24010072777,113038.27,118130.81466116493,112432.85,118087.01206133983,112227.22,117556.11902256469,111814.945,117747.42478474135,111572.95,117720.75564107877,111592.38,118643.99441175944,111374.305,117971.40496803366,111256.48,117774.34330274249,111570.26,117775.53302940854,111431.3,116726.91412131081,111184.99
118351.24010072777,113939.99,118130.81466116493,113055.67,118087.01206133983,112453.875,117556.11902256469,112240.48,117747.42478474135,111823.086,117720.75564107877,111567.36,118643.99441175944,111575.86,117971.40496803366,111357.83,117774.34330274249,111229.48,117775.53302940854,111550.43,116726.91412131081,111400.13,116891.92768927025,111144.15
118130.81466116493,113984.055,118087.01206133983,113084.24,117556.11902256469,112471.14,117747.42478474135,112254.516,117720.75564107877,111827.35,118643.99441175944,111566.1,117971.40496803366,111569.63,117774.34330274249,111355.23,117775.53302940854,111218.51,116726.91412131081,111546.695,116891.92768927025,111396.586,117101.30667870065,111139.45
118087.01206133983,114011.586,117556.11902256469,113102.62,117747.42478474135,112488.2,117720.75564107877,112272.945,118643.99441175944,111837.305,117971.40496803366,111565.58,117774.34330274249,111569.85,117775.53302940854,111353.484,116726.91412131081,111207.79,116891.92768927025,111542.67,117101.30667870065,111388.66,117270.69016098598,111128.53
117556.11902256469,114014.49,117747.42478474135,113101.13,117720.75564107877,112486.586,118643.99441175944,112272.336,117971.40496803366,111830.77,117774.34330274249,111552.57,117775.53302940854,111556.21,116726.91412131081,111342.97,116891.92768927025,111186.39,117101.30667870065,111527.96,117270.69016098598,111372.81,117460.73022267674,111113.95
117747.42478474135,113984.625,117720.75564107877,113078.71,118643.99441175944,112474.95,117971.40496803366,112271.74,117774.34330274249,111826.23,117775.53302940854,111537.336,116726.91412131081,111548.15,116891.92768927025,111334.94,117101.30667870065,111164.836,117270.69016098598,111511.74,117460.73022267674,111351.625,117827.80422776299,111098.16
117720.75564107877,113942.92,118643.99441175944,113040.67,117971.40496803366,112438.055,117774.34330274249,112236.54,117775.53302940854,111788.99,116726.91412131081,111500.875,116891.92768927025,111511.55,117101.30667870065,111306.69,117270.69016098598,111125.97,117460.73022267674,111476.56,117827.80422776299,111322.36,118345.66871834778,111075.55
118643.99441175944,113934.85,117971.40496803366,113034.77,117774.34330274249,112426.69,117775.53302940854,112231.25,116726.91412131081,111777.37,116891.92768927025,111489.41,117101.30667870065,111509.52,117270.69016098598,111304.91,117460.73022267674,111119.51,117827.80422776299,111470.79,118345.66871834778,111327.49,118030.55685943438,111087.76
117971.40496803366,113981.74,117774.34330274249,113039.92,117775.53302940854,112416.61,116726.91412131081,112189.445,116891.92768927025,111739.5,117101.30667870065,111456.734,117270.69016098598,111457.664,117460.73022267674,111263.484,117827.80422776299,111074.45,118345.66871834778,111431.47,118030.55685943438,111298.28,118444.73856351478,111043.16
117774.34330274249,114068.42,117775.53302940854,113118.11,116726.91412131081,112477.84,116891.92768927025,112262.445,117101.30667870065,111799.98,117270.69016098598,111507.76,117460.73022267674,111533.37,117827.80422776299,111323.664,118345.66871834778,111134.95,118030.55685943438,111494.8,118444.73856351478,111367.69,118481.32854957489,111116.92
117775.53302940854,114029.27,116726.91412131081,113087.91,116891.92768927025,112452.32,117101.30667870065,112241.234,117270.69016098598,111782.34,117460.73022267674,111489.43,117827.80422776299,111525.26,118345.66871834778,111316.77,118030.55685943438,111124.28,118444.73856351478,111486.49,118481.32854957489,111361.09,118515.7845286962,111115.64
116726.91412131081,113995.805,116891.92768927025,113058.0,117101.30667870065,112423.1,117270.69016098598,112214.23,117460.73022267674,111760.83,117827.80422776299,111467.32,118345.66871834778,111509.34,118030.55685943438,111303.945,118444.73856351478,111106.78,118481.32854957489,111471.25,118515.7845286962,111352.08,118343.34882343793,111110.49
116891.92768927025,113890.49,117101.30667870065,112977.984,117270.69016098598,112372.086,117460.73022267674,112182.73,117827.80422776299,111742.88,118345.66871834778,111433.84,118030.55685943438,111492.89,118444.73856351478,111285.99,118481.32854957489,111076.59,118515.7845286962,111439.81,118343.34882343793,111309.39,118669.27778218249,111079.52
117101.30667870065,113773.57,117270.69016098598,112929.48,117460.73022267674,112302.89,117827.80422776299,112168.51,118345.66871834778,111708.945,118030.55685943438,111429.21,118444.73856351478,111536.0,118481.32854957489,111327.3,118515.7845286962,111132.75,118343.34882343793,111488.15,118669.27778218249,111397.56,118653.7133461621,111211.68
117270.69016098598,113677.39,117460.73022267674,112853.555,117827.80422776299,112222.44,118345.66871834778,112098.42,118030.55685943438,111645.94,118444.73856351478,111393.914,118481.32854957489,111521.484,118515.7845286962,111317.914,118343.34882343793,111140.84,118669.27778218249,111485.36,118653.7133461621,111432.92,118565.82093864528,111251.59
117460.73022267674,113656.516,117827.80422776299,112836.15,118345.66871834778,112199.39,118030.55685943438,112071.99,118444.73856351478,111628.26,118481.32854957489,111397.39,118515.7845286962,111537.805,118343.34882343793,111333.17,118669.27778218249,111170.28,118653.7133461621,111506.5,118565.82093864528,111480.89,118603.92157792966,111299.11
117827.80422776299,113669.92,118345.66871834778,112847.45,118030.55685943438,112202.234,118444.73856351478,112067.37,118481.32854957489,111629.86,118515.7845286962,111418.72,118343.34882343793,111567.84,118669.27778218249,111360.9,118653.7133461621,111211.625,118565.82093864528,111542.83,118603.92157792966,111533.98,118536.70151142355,111350.83
118345.66871834778,113711.3,118030.55685943438,112873.52,118444.73856351478,112220.83,118481.32854957489,112064.49,118515.7845286962,111634.8,118343.34882343793,111439.19,118669.27778218249,111583.28,118653.7133461621,111375.33,118565.82093864528,111235.47,118603.92157792966,111565.08,118536.70151142355,111562.62,118356.07818469004,111369.76
118030.55685943438,113821.06,118444.73856351478,112978.625,118481.32854957489,112284.27,118515.7845286962,112131.63,118343.34882343793,111687.336,118669.27778218249,111515.41,118653.7133461621,111681.47,118565.82093864528,111462.62,118603.92157792966,111347.17,118536.70151142355,111674.66,118356.07818469004,111697.4,118563.47917247727,111510.234
118444.73856351478,113867.53,118481.32854957489,113029.875,118515.7845286962,112323.28,118343.34882343793,112175.695,118669.27778218249,111734.695,118653.7133461621,111572.98,118565.82093864528,111758.266,118603.92157792966,111530.59,118536.70151142355,111430.48,118356.07818469004,111756.28,118563.47917247727,111788.95,118501.7705447246,111596.484
118481.32854957489,113904.664,118515.7845286962,113070.66,118343.34882343793,112344.82,118669.27778218249,112193.76,118653.7133461621,111756.57,118565.82093864528,111615.9,118603.92157792966,111809.06,118536.70151142355,111581.79,118356.07818469004,111494.63,118563.47917247727,111820.914,118501.7705447246,111871.37,118022.14612879562,111678.336
118515.7845286962,113953.34,118343.34882343793,113119.586,118669.27778218249,112382.32,118653.7133461621,112227.32,118565.82093864528,111797.21,118603.92157792966,111667.72,118536.70151142355,111867.375,118356.07818469004,111636.11,118563.47917247727,111558.42,118501.7705447246,111885.06,118022.14612879562,111945.42,118289.33166527409,111746.125
118343.34882343793,113987.24,118669.27778218249,113158.13,118653.7133461621,112416.08,118565.82093864528,112257.25,118603.92157792966,111835.58,118536.70151142355,111715.875,118356.07818469004,111917.7,118563.47917247727,111684.44,118501.7705447246,111612.98,118022.14612879562,111940.4,118289.33166527409,112005.734,118335.97601547466,111803.03
118669.27778218249,113995.44,118653.7133461621,113174.89,118565.82093864528,112441.766,118603.92157792966,112279.59,118536.70151142355,111870.516,118356.07818469004,111754.33,118563.47917247727,111952.37,118501.7705447246,111718.72,118022.14612879562,111647.68,118289.33166527409,111976.0,118335.97601547466,112037.43,117740.49205787765,111830.56
118653.7133461621,113992.64,118565.82093864528,113159.695,118603.92157792966,112447.08,118536.70151142355,112253.484,118356.07818469004,111864.53,118563.47917247727,111749.79,118501.7705447246,111912.64,118022.14612879562,111688.1,118289.33166527409,111606.984,118335.97601547466,111940.305,117740.49205787765,111984.37,117653.92501948147,111761.57
118565.82093864528,114064.81,118603.92157792966,113245.7,118536.70151142355,112515.74,118356.07818469004,112340.836,118563.47917247727,111940.164,118501.7705447246,111828.6,118022.14612879562,112006.15,118289.33166527409,111771.734,118335.97601547466,111700.09,117740.49205787765,112030.69,117653.92501948147,112081.74,116820.75124215151,111872.945
118603.92157792966,114048.516,118536.70151142355,113225.59,118356.07818469004,112517.72,118563.47917247727,112324.15,118501.7705447246,111939.32,118022.14612879562,111827.08,118289.33166527409,111977.64,118335.97601547466,111750.11,117740.49205787765,111673.3,117653.92501948147,112004.61,116820.75124215151,112040.836,116489.76446076382,111816.35
118536.70151142355,114084.72,118356.07818469004,113276.83,118563.47917247727,112563.73,118501.7705447246,112381.79,118022.14612879562,111991.58,118289.33166527409,111880.9,118335.97601547466,112032.67,117740.49205787765,111801.28,117653.92501948147,111727.92,116820.75124215151,112054.63,116489.76446076382,112096.39,116391.84691126367,111882.21
118356.07818469004,114075.23,118563.47917247727,113275.76,118501.7705447246,112576.72,118022.14612879562,112390.75,118289.33166527409,112007.83,118335.97601547466,111898.3,117740.49205787765,112033.65,117653.92501948147,111806.06,116820.75124215151,111732.12,116489.76446076382,112053.8,116391.84691126367,112092.13,116112.82911807846,111875.3
118563.47917247727,114048.54,118501.7705447246,113237.14,118022.14612879562,112581.97,118289.33166527409,112368.5,118335.97601547466,112004.586,117740.49205787765,111881.89,117653.92501948147,111970.18,116820.75124215151,111751.01,116489.76446076382,111659.45,116391.84691126367,111983.14,116112.82911807846,111990.836,115744.99154744405,111754.836
118501.7705447246,114075.94,118022.14612879562,113272.75,118289.33166527409,112620.586,118335.97601547466,112411.73,117740.49205787765,112039.23,117653.92501948147,111913.805,116820.75124215151,111989.77,116489.76446076382,111771.734,116391.84691126367,111676.09,116112.82911807846,111996.59,115744.99154744405,111999.08,115457.87296115351,111775.41
118022.14612879562,114085.51,118289.33166527409,113281.87,118335.97601547466,112638.195,117740.49205787765,112427.62,117653.92501948147,112053.0,116820.75124215151,111925.92,116489.76446076382,111985.81,116391.84691126367,111771.3,116112.82911807846,111673.11,115744.99154744405,111990.58,115457.87296115351,111987.92,115193.26697712376,111762.01
118289.33166527409,114067.56,118335.97601547466,113273.1,117740.49205787765,112655.67,117653.92501948147,112448.484,116820.75124215151,112074.13,116489.76446076382,111938.65,116391.84691126367,111985.24,116112.82911807846,111770.984,115744.99154744405,111663.97,115457.87296115351,111979.7,115193.26697712376,111964.086,115881.73853569946,111736.305
118335.97601547466,114038.07,117740.49205787765,113246.93,117653.92501948147,112644.96,116820.75124215151,112431.05,116489.76446076382,112058.04,116391.84691126367,111922.98,116112.82911807846,111947.305,115744.99154744405,111743.61,115457.87296115351,111627.26,115193.26697712376,111941.11,115881.73853569946,111919.914,115593.02471647075,111694.97
117740.49205787765,114062.586,117653.92501948147,113268.984,116820.75124215151,112665.445,116489.76446076382,112453.164,116391.84691126367,112072.305,116112.82911807846,111936.56,115744.99154744405,111949.68,115457.87296115351,111748.9,115193.26697712376,111629.15,115881.73853569946,111939.58,115593.02471647075,111921.16,115653.79200909757,111697.7
117653.92501948147,114044.8,116820.75124215151,113263.18,116489.76446076382,112680.734,116391.84691126367,112477.945,116112.82911807846,112091.57,115744.99154744405,111949.66,115457.87296115351,111956.53,115193.26697712376,111753.71,115881.73853569946,111627.59,115593.02471647075,111934.54,115653.79200909757,111907.71,115567.06812831752,111684.72
116820.75124215151,113973.42,116489.76446076382,113194.29,116391.84691126367,112647.21,116112.82911807846,112434.33,115744.99154744405,112054.89,115457.87296115351,111907.87,115193.26697712376,111886.48,115881.73853569946,111694.96,115593.02471647075,111552.586,115653.79200909757,111859.77,115567.06812831752,111814.125,115137.48194645529,111587.0
116489.76446076382,113871.26,116391.84691126367,113096.96,116112.82911807846,112610.6,115744.99154744405,112396.22,115457.87296115351,112022.05,115193.26697712376,111852.39,115881.73853569946,111802.26,115593.02471647075,111616.87,115653.79200909757,111447.17,115567.06812831752,111758.67,115137.48194645529,111667.734,114917.38364970933,111433.89
116391.84691126367,113740.88,116112.82911807846,112991.72,115744.99154744405,112545.695,115457.87296115351,112345.37,115193.26697712376,111964.85,115881.73853569946,111783.51,115593.02471647075,111717.39,115653.79200909757,111543.67,115567.06812831752,111350.13,115137.48194645529,111660.88,114917.38364970933,111539.49,114825.56090684517,111320.92
116112.82911807846,113629.11,115744.99154744405,112900.664,115457.87296115351,112476.664,115193.26697712376,112291.555,115881.73853569946,111899.34,115593.02471647075,111712.62,115653.79200909757,111638.04,115567.06812831752,111474.31,115137.48194645529,111266.53,114917.38364970933,111570.59,114825.56090684517,111435.85,114922.64775869504,111232.35
115744.99154744405,113526.76,115457.87296115351,112822.52,115193.26697712376,112414.336,115881.73853569946,112250.57,115593.02471647075,111843.914,115653.79200909757,111652.84,115567.06812831752,111579.516,115137.48194645529,111420.016,114917.38364970933,111205.48,114825.56090684517,111498.125,114922.64775869504,111357.11,114737.39946104163,111169.57
115457.87296115351,113407.29,115193.26697712376,112732.69,115881.73853569946,112339.8,115593.02471647075,112200.6,115653.79200909757,111783.08,115567.06812831752,111592.055,115137.48194645529,111524.15,114917.38364970933,111370.11,114825.56090684517,111150.86,114922.64775869504,111430.24,114737.39946104163,111288.48,115259.22635047193,111118.57
115193.26697712376,113260.46,115881.73853569946,112608.43,115593.02471647075,112245.09,115653.79200909757,112116.914,115567.06812831752,111698.32,115137.48194645529,111505.09,114917.38364970933,111429.805,114825.56090684517,111284.18,114922.64775869504,111056.34,114737.39946104163,111322.266,115259.22635047193,111168.9,115722.39346484495,111009.586
115881.73853569946,113170.58,115593.02471647075,112573.31,115653.79200909757,112192.61,115567.06812831752,112116.85,115137.48194645529,111677.86,114917.38364970933,111497.7,114825.56090684517,111456.48,114922.64775869504,111311.34,114737.39946104163,111093.93,115259.22635047193,111340.48,115722.39346484495,111219.164,114321.83005602808,111098.0
115593.02471647075,113148.54,115653.79200909757,112556.29,115567.06812831752,112152.0,115137.48194645529,112074.0,114917.38364970933,111632.67,114825.56090684517,111483.02,114922.64775869504,111444.59,114737.39946104163,111308.98,115259.22635047193,111113.06,115722.39346484495,111335.87,114321.83005602808,111262.5,115457.05523496658,111151.1
115653.79200909757,113152.99,115567.06812831752,112566.46,115137.48194645529,112155.75,114917.38364970933,112082.875,114825.56090684517,111642.54,114922.64775869504,111506.875,114737.39946104163,111474.15,115259.22635047193,111336.59,115722.39346484495,111155.35,114321.83005602808,111359.734,115457.05523496658,111310.54,115341.31045835916,111200.9
115567.06812831752,113147.33,115137.48194645529,112570.25,114917.38364970933,112159.14,114825.56090684517,112083.24,114922.64775869504,111647.47,114737.39946104163,111530.93,115259.22635047193,111492.88,115722.39346484495,111360.766,114321.83005602808,111189.055,115457.05523496658,111377.555,115341.31045835916,111346.99,115001.68358109772,111243.91
